hist_bin,dataset,args,remove_categorical,epsilon,final_trees,train_auc,test_auc,train_pr,test_pr,train_acc,test_acc,f1_score,training_time
32,Credit 1_1,"{'dp_method': 'gaussian_cdp', 'accounting_method': 'rdp_scaled_improved', 'split_method': 'hist_based', 'weight_update_method': 'xgboost', 'sketch_type': 'uniform', 'max_depth': 4, 'num_trees': 25, 'verbose': False, 'track_budget': False, 'gradient_budgets': 'vector_mechanism', 'epsilon': 0.1}",False,0.1,25,0.5179046071014209,0.5212395047842333,0.08091556583958491,0.0812506998818655,0.9272936760583456,0.9266927191596686,0.006759294029290274,1.916205883026123
32,Credit 1_1,"{'dp_method': 'gaussian_cdp', 'accounting_method': 'rdp_scaled_improved', 'split_method': 'hist_based', 'weight_update_method': 'xgboost', 'sketch_type': 'uniform', 'max_depth': 4, 'num_trees': 25, 'verbose': False, 'track_budget': False, 'gradient_budgets': 'vector_mechanism', 'epsilon': 0.5}",False,0.5,25,0.7543808934023134,0.7439826138566349,0.2745893132523041,0.26927700398313936,0.9304057585404095,0.9302680080929021,0.21717485998755445,1.6458230018615723
32,Credit 1_1,"{'dp_method': 'gaussian_cdp', 'accounting_method': 'rdp_scaled_improved', 'split_method': 'hist_based', 'weight_update_method': 'xgboost', 'sketch_type': 'uniform', 'max_depth': 4, 'num_trees': 25, 'verbose': False, 'track_budget': False, 'gradient_budgets': 'vector_mechanism', 'epsilon': 1}",False,1.0,25,0.7843609971517245,0.7742403892559462,0.3041777360826927,0.29925848282633666,0.9301681949921604,0.9307114547822954,0.24834636199639207,1.5955548286437988
32,Credit 1_1,"{'dp_method': 'gaussian_cdp', 'accounting_method': 'rdp_scaled_improved', 'split_method': 'hist_based', 'weight_update_method': 'gbm', 'max_depth': 4, 'num_trees': 25, 'verbose': False, 'track_budget': False, 'gradient_budgets': 'vector_mechanism', 'epsilon': 0.1}",False,0.1,25,0.638199698086726,0.6369902582175997,0.21105745624140754,0.2081339695709518,0.9299781441535611,0.9300185693301184,0.12659979245935662,1.5338330268859863
32,Credit 1_1,"{'dp_method': 'gaussian_cdp', 'accounting_method': 'rdp_scaled_improved', 'split_method': 'hist_based', 'weight_update_method': 'gbm', 'max_depth': 4, 'num_trees': 25, 'verbose': False, 'track_budget': False, 'gradient_budgets': 'vector_mechanism', 'epsilon': 0.5}",False,0.5,25,0.7093871778069741,0.6976886948034156,0.18982922758309975,0.18207375291180483,0.9242528626407565,0.9237271694243507,0.06330837304288632,1.583669900894165
32,Credit 1_1,"{'dp_method': 'gaussian_cdp', 'accounting_method': 'rdp_scaled_improved', 'split_method': 'hist_based', 'weight_update_method': 'gbm', 'max_depth': 4, 'num_trees': 25, 'verbose': False, 'track_budget': False, 'gradient_budgets': 'vector_mechanism', 'epsilon': 1}",False,1.0,25,0.530968611144388,0.5365777514744027,0.0874651649732882,0.09225768339337082,0.9303463676533472,0.9304620160195116,0.008692216515211378,1.6378841400146484
32,Credit 1_1,"{'dp_method': 'gaussian_cdp', 'accounting_method': 'rdp_scaled_improved', 'split_method': 'totally_random', 'training_method': 'rf', 'max_depth': 4, 'num_trees': 25, 'verbose': False, 'track_budget': False, 'gradient_budgets': 'vector_mechanism', 'epsilon': 0.1}",False,0.1,25,0.759302893684675,0.754343262704304,0.21798815630694912,0.2094680094023028,0.9305126621371217,0.9305174468556858,0.0,0.26787710189819336
32,Credit 1_1,"{'dp_method': 'gaussian_cdp', 'accounting_method': 'rdp_scaled_improved', 'split_method': 'totally_random', 'training_method': 'rf', 'max_depth': 4, 'num_trees': 25, 'verbose': False, 'track_budget': False, 'gradient_budgets': 'vector_mechanism', 'epsilon': 0.5}",False,0.5,25,0.7184205447225949,0.7124856264139091,0.22282567940258274,0.21701468902748758,0.9305126621371217,0.9305174468556858,0.0,0.31388211250305176
32,Credit 1_1,"{'dp_method': 'gaussian_cdp', 'accounting_method': 'rdp_scaled_improved', 'split_method': 'totally_random', 'training_method': 'rf', 'max_depth': 4, 'num_trees': 25, 'verbose': False, 'track_budget': False, 'gradient_budgets': 'vector_mechanism', 'epsilon': 1}",False,1.0,25,0.6621341674571268,0.6493131378444044,0.1652818652077072,0.16229990248641873,0.9305126621371217,0.9305174468556858,0.0,0.2751920223236084
32,Credit 1_1,"{'dp_method': 'gaussian_cdp', 'accounting_method': 'rdp_scaled_improved', 'split_method': 'totally_random', 'weight_update_method': 'gbm', 'full_ebm': True, 'feature_interaction_method': 'cyclical', 'feature_interaction_k': 1, 'max_depth': 4, 'num_trees': 25, 'verbose': False, 'track_budget': False, 'gradient_budgets': 'vector_mechanism', 'epsilon': 0.1}",False,0.1,250,0.7591001736284996,0.7593942714851267,0.28086545068025054,0.29048810363984323,0.9306076875564213,0.9307114547822954,0.022673964034401875,2.449784994125366
32,Credit 1_1,"{'dp_method': 'gaussian_cdp', 'accounting_method': 'rdp_scaled_improved', 'split_method': 'totally_random', 'weight_update_method': 'gbm', 'full_ebm': True, 'feature_interaction_method': 'cyclical', 'feature_interaction_k': 1, 'max_depth': 4, 'num_trees': 25, 'verbose': False, 'track_budget': False, 'gradient_budgets': 'vector_mechanism', 'epsilon': 0.5}",False,0.5,250,0.7925595692826156,0.7911669687417674,0.31242217614946644,0.31464908205644965,0.930441393072647,0.9306283085280341,0.007140023800079334,2.2697842121124268
32,Credit 1_1,"{'dp_method': 'gaussian_cdp', 'accounting_method': 'rdp_scaled_improved', 'split_method': 'totally_random', 'weight_update_method': 'gbm', 'full_ebm': True, 'feature_interaction_method': 'cyclical', 'feature_interaction_k': 1, 'max_depth': 4, 'num_trees': 25, 'verbose': False, 'track_budget': False, 'gradient_budgets': 'vector_mechanism', 'epsilon': 1}",False,1.0,250,0.7798970295932179,0.7768057445348295,0.2897762240665994,0.2946362867279919,0.9305364184919466,0.9306837393642083,0.009504950495049505,2.4607131481170654
32,Credit 1_1,"{'dp_method': 'gaussian_cdp', 'accounting_method': 'rdp_scaled_improved', 'split_method': 'totally_random', 'weight_update_method': 'xgboost', 'feature_interaction_method': 'cyclical', 'feature_interaction_k': 1, 'max_depth': 4, 'num_trees': 25, 'verbose': False, 'track_budget': False, 'gradient_budgets': 'vector_mechanism', 'epsilon': 0.1}",False,0.1,25,0.6209575894332974,0.6161989534088017,0.11048256502592163,0.11453594257809133,0.9306314439112463,0.9307391702003824,0.0110803324099723,0.2925999164581299
