hist_bin,dataset,args,remove_categorical,epsilon,final_trees,train_auc,test_auc,train_pr,test_pr,train_acc,test_acc,f1_score,training_time
32,Credit 1_1,"{'dp_method': 'gaussian_cdp', 'split_method': 'totally_random', 'gradient_budgets': 'vector_mechanism', 'max_depth': 2, 'num_trees': 5, 'track_budget': False, 'verbose': False, 'weight_update_method': 'xgboost', 'epsilon': 0.1}",False,0.1,5,0.6146690497216423,0.6139605554082214,0.1460972290184276,0.14493042476586773,0.9305126621371217,0.9305174468556858,0.0,0.8615472316741943
32,Credit 1_1,"{'dp_method': 'gaussian_cdp', 'split_method': 'totally_random', 'gradient_budgets': 'vector_mechanism', 'max_depth': 2, 'num_trees': 5, 'track_budget': False, 'verbose': False, 'weight_update_method': 'xgboost', 'epsilon': 0.25}",False,0.25,5,0.5511758622999655,0.5508382093966049,0.08121192906594339,0.08167627006588081,0.9305126621371217,0.9305174468556858,0.0,0.13957500457763672
32,Credit 1_1,"{'dp_method': 'gaussian_cdp', 'split_method': 'totally_random', 'gradient_budgets': 'vector_mechanism', 'max_depth': 2, 'num_trees': 5, 'track_budget': False, 'verbose': False, 'weight_update_method': 'xgboost', 'epsilon': 0.5}",False,0.5,5,0.5777522910255428,0.5771479340779041,0.0887681869413969,0.08910535938259198,0.9305958093790089,0.9305174468556858,0.004763795156808257,0.12300992012023926
32,Credit 1_1,"{'dp_method': 'gaussian_cdp', 'split_method': 'totally_random', 'gradient_budgets': 'vector_mechanism', 'max_depth': 2, 'num_trees': 5, 'track_budget': False, 'verbose': False, 'weight_update_method': 'xgboost', 'epsilon': 0.75}",False,0.75,5,0.5178214205678526,0.515444923630645,0.07904250330123958,0.07895172921622949,0.9305126621371217,0.9305174468556858,0.0,0.1242680549621582
32,Credit 1_1,"{'dp_method': 'gaussian_cdp', 'split_method': 'totally_random', 'gradient_budgets': 'vector_mechanism', 'max_depth': 2, 'num_trees': 5, 'track_budget': False, 'verbose': False, 'weight_update_method': 'xgboost', 'epsilon': 1}",False,1.0,5,0.5511895559740794,0.5502674657857386,0.08150167020304516,0.08199899060104493,0.9306670784434836,0.9307114547822954,0.02190923317683881,0.10629677772521973
32,Credit 1_1,"{'dp_method': 'gaussian_cdp', 'split_method': 'partially_random', 'gradient_budgets': 'vector_mechanism', 'max_depth': 2, 'num_trees': 5, 'track_budget': False, 'verbose': False, 'weight_update_method': 'xgboost', 'epsilon': 0.1}",False,0.1,5,0.5360305452615698,0.5323036464124316,0.07547908949920655,0.07398457694446922,0.9305126621371217,0.9305174468556858,0.0,0.23650407791137695
32,Credit 1_1,"{'dp_method': 'gaussian_cdp', 'split_method': 'partially_random', 'gradient_budgets': 'vector_mechanism', 'max_depth': 2, 'num_trees': 5, 'track_budget': False, 'verbose': False, 'weight_update_method': 'xgboost', 'epsilon': 0.25}",False,0.25,5,0.744949230520473,0.7404469071160231,0.2711507451946909,0.26912318964378623,0.9306552002660712,0.9307391702003824,0.022682831443097382,0.23770618438720703
32,Credit 1_1,"{'dp_method': 'gaussian_cdp', 'split_method': 'partially_random', 'gradient_budgets': 'vector_mechanism', 'max_depth': 2, 'num_trees': 5, 'track_budget': False, 'verbose': False, 'weight_update_method': 'xgboost', 'epsilon': 0.5}",False,0.5,5,0.6586421343583896,0.6577296740033964,0.15758583927841235,0.1583627761562308,0.9305126621371217,0.9305174468556858,0.0,0.20105695724487305
32,Credit 1_1,"{'dp_method': 'gaussian_cdp', 'split_method': 'partially_random', 'gradient_budgets': 'vector_mechanism', 'max_depth': 2, 'num_trees': 5, 'track_budget': False, 'verbose': False, 'weight_update_method': 'xgboost', 'epsilon': 0.75}",False,0.75,5,0.6223580995611174,0.6161771107141738,0.12396621770714066,0.1244793288355651,0.9306670784434836,0.9307391702003824,0.022682831443097382,0.19552397727966309
32,Credit 1_1,"{'dp_method': 'gaussian_cdp', 'split_method': 'partially_random', 'gradient_budgets': 'vector_mechanism', 'max_depth': 2, 'num_trees': 5, 'track_budget': False, 'verbose': False, 'weight_update_method': 'xgboost', 'epsilon': 1}",False,1.0,5,0.745047495261057,0.7412824362233117,0.25332988701708214,0.25288606585444207,0.9306552002660712,0.9307391702003824,0.022682831443097382,0.18353915214538574
32,Credit 1_1,"{'dp_method': 'gaussian_cdp', 'split_method': 'hist_based', 'gradient_budgets': 'vector_mechanism', 'max_depth': 2, 'num_trees': 5, 'track_budget': False, 'verbose': False, 'weight_update_method': 'xgboost', 'epsilon': 0.1}",False,0.1,5,0.6465324335287828,0.6369899314979355,0.19332050785186353,0.19433364155490085,0.9306552002660712,0.9307114547822954,0.02190923317683881,0.2636711597442627
32,Credit 1_1,"{'dp_method': 'gaussian_cdp', 'split_method': 'hist_based', 'gradient_budgets': 'vector_mechanism', 'max_depth': 2, 'num_trees': 5, 'track_budget': False, 'verbose': False, 'weight_update_method': 'xgboost', 'epsilon': 0.25}",False,0.25,5,0.677174267632283,0.6748613146310601,0.19589068303795137,0.1954217013259609,0.9306314439112463,0.9307114547822954,0.021143304620203602,0.2507822513580322
32,Credit 1_1,"{'dp_method': 'gaussian_cdp', 'split_method': 'hist_based', 'gradient_budgets': 'vector_mechanism', 'max_depth': 2, 'num_trees': 5, 'track_budget': False, 'verbose': False, 'weight_update_method': 'xgboost', 'epsilon': 0.5}",False,0.5,5,0.7385903731212521,0.7304068534237451,0.2462783641571596,0.23999107018807436,0.9306195657338338,0.9307391702003824,0.023446658851113716,0.22297191619873047
32,Credit 1_1,"{'dp_method': 'gaussian_cdp', 'split_method': 'hist_based', 'gradient_budgets': 'vector_mechanism', 'max_depth': 2, 'num_trees': 5, 'track_budget': False, 'verbose': False, 'weight_update_method': 'xgboost', 'epsilon': 0.75}",False,0.75,5,0.7751081168541404,0.7667692312956378,0.2863586632077492,0.2853312104154553,0.9316054544590678,0.9320140794323882,0.10113594723341884,0.23005270957946777
32,Credit 1_1,"{'dp_method': 'gaussian_cdp', 'split_method': 'hist_based', 'gradient_budgets': 'vector_mechanism', 'max_depth': 2, 'num_trees': 5, 'track_budget': False, 'verbose': False, 'weight_update_method': 'xgboost', 'epsilon': 1}",False,1.0,5,0.7681823941530597,0.7615223748674973,0.27928093504143187,0.27682336166044597,0.9305126621371217,0.9304897314375987,0.0,0.22400999069213867
32,Credit 1_1,"{'dp_method': 'gaussian_cdp', 'split_method': 'totally_random', 'gradient_budgets': 'vector_mechanism', 'max_depth': 2, 'num_trees': 10, 'track_budget': False, 'verbose': False, 'weight_update_method': 'xgboost', 'epsilon': 0.1}",False,0.1,10,0.5888326434671758,0.5869868235028771,0.12045565774534095,0.12210692954811878,0.9305126621371217,0.9305174468556858,0.0,0.14354300498962402
