hist_bin,dataset,n,m,args,remove_categorical,epsilon,final_trees,train_auc,test_auc,train_pr,test_pr,train_acc,test_acc,f1_score,training_time,avg_client_rounds_sent,std_client_rounds_sent,min_client_rounds_sent,max_client_rounds_set,total_client_rounds_sent,avg_client_rounds_received,std_client_rounds_received,min_client_rounds_received,max_client_rounds_received,total_client_rounds_received,avg_client_rounds_sent_payload,std_client_rounds_sent_payload,min_client_rounds_sent_payload,max_client_rounds_sent_payload,total_client_rounds_sent_payload,avg_client_rounds_received_payload,std_client_rounds_received_payload,min_client_rounds_received_payload,max_client_rounds_received_payload,total_client_rounds_received_payload
2,synthetic_100_30_26_2_2_None_1,70,30,"{'dp_method': '', 'split_method': 'hist_based', 'weight_update_method': 'xgboost', 'sketch_type': 'exact_quantiles', 'max_depth': 4, 'num_trees': 100, 'verbose': False, 'track_budget': False, 'gradient_budgets': 'vector_mechanism', 'epsilon': 1}",False,1,100,1.0,0.6488888888888888,1.0,0.6240953436541672,1.0,0.6,0.625,0.5824978351593018,4.9504950495049505,0.495049504950495,0,5,500,0.009900990099009901,0.09900990099009897,0,1,1,17895.445544554455,2381.728004336046,0,20240,1807440,4.752475247524752,47.52475247524754,0,480,480
4,synthetic_100_30_26_2_2_None_1,70,30,"{'dp_method': '', 'split_method': 'hist_based', 'weight_update_method': 'xgboost', 'sketch_type': 'exact_quantiles', 'max_depth': 4, 'num_trees': 100, 'verbose': False, 'track_budget': False, 'gradient_budgets': 'vector_mechanism', 'epsilon': 1}",False,1,100,1.0,0.7955555555555556,1.0,0.8094636724731623,1.0,0.7333333333333333,0.7500000000000001,0.7515106201171875,4.9504950495049505,0.495049504950495,0,5,500,0.009900990099009901,0.09900990099009897,0,1,1,32776.71287128713,3799.142723353334,0,34304,3310448,9.504950495049505,95.04950495049508,0,960,960
8,synthetic_100_30_26_2_2_None_1,70,30,"{'dp_method': '', 'split_method': 'hist_based', 'weight_update_method': 'xgboost', 'sketch_type': 'exact_quantiles', 'max_depth': 4, 'num_trees': 100, 'verbose': False, 'track_budget': False, 'gradient_budgets': 'vector_mechanism', 'epsilon': 1}",False,1,100,1.0,0.7422222222222222,1.0,0.7060345820703877,1.0,0.7333333333333333,0.7333333333333333,1.002563238143921,4.9504950495049505,0.495049504950495,0,5,500,0.009900990099009901,0.09900990099009897,0,1,1,58473.66336633663,7684.112126576922,0,62208,5905840,19.00990099009901,190.09900990099015,0,1920,1920
16,synthetic_100_30_26_2_2_None_1,70,30,"{'dp_method': '', 'split_method': 'hist_based', 'weight_update_method': 'xgboost', 'sketch_type': 'exact_quantiles', 'max_depth': 4, 'num_trees': 100, 'verbose': False, 'track_budget': False, 'gradient_budgets': 'vector_mechanism', 'epsilon': 1}",False,1,100,1.0,0.7688888888888888,1.0,0.7449335414041296,1.0,0.7333333333333333,0.7333333333333333,1.401444911956787,4.9504950495049505,0.495049504950495,0,5,500,0.009900990099009901,0.09900990099009897,0,1,1,110207.52475247525,15669.855106581825,0,117600,11130960,38.01980198019802,380.1980198019803,0,3840,3840
32,synthetic_100_30_26_2_2_None_1,70,30,"{'dp_method': '', 'split_method': 'hist_based', 'weight_update_method': 'xgboost', 'sketch_type': 'exact_quantiles', 'max_depth': 4, 'num_trees': 100, 'verbose': False, 'track_budget': False, 'gradient_budgets': 'vector_mechanism', 'epsilon': 1}",False,1,100,1.0,0.7688888888888888,1.0,0.7157328200981451,1.0,0.7666666666666667,0.7878787878787877,3.316763162612915,4.9504950495049505,0.495049504950495,0,5,500,0.009900990099009901,0.09900990099009897,0,1,1,211279.84158415842,32116.47684915995,0,228272,21339264,76.03960396039604,760.3960396039606,0,7680,7680
64,synthetic_100_30_26_2_2_None_1,70,30,"{'dp_method': '', 'split_method': 'hist_based', 'weight_update_method': 'xgboost', 'sketch_type': 'exact_quantiles', 'max_depth': 4, 'num_trees': 100, 'verbose': False, 'track_budget': False, 'gradient_budgets': 'vector_mechanism', 'epsilon': 1}",False,1,100,1.0,0.7688888888888888,1.0,0.7017790379555084,1.0,0.8,0.8125,5.17429780960083,4.9504950495049505,0.495049504950495,0,5,500,0.009900990099009901,0.09900990099009897,0,1,1,420022.9702970297,60729.392139822914,0,450496,42422320,152.07920792079207,1520.7920792079212,0,15360,15360
128,synthetic_100_30_26_2_2_None_1,70,30,"{'dp_method': '', 'split_method': 'hist_based', 'weight_update_method': 'xgboost', 'sketch_type': 'exact_quantiles', 'max_depth': 4, 'num_trees': 100, 'verbose': False, 'track_budget': False, 'gradient_budgets': 'vector_mechanism', 'epsilon': 1}",False,1,100,1.0,0.7777777777777778,1.0,0.7134721596486302,1.0,0.8333333333333334,0.8484848484848485,7.653395891189575,4.9504950495049505,0.495049504950495,0,5,500,0.009900990099009901,0.09900990099009897,0,1,1,786798.7326732674,129329.12750867942,0,894400,79466672,304.15841584158414,3041.5841584158425,0,30720,30720
256,synthetic_100_30_26_2_2_None_1,70,30,"{'dp_method': '', 'split_method': 'hist_based', 'weight_update_method': 'xgboost', 'sketch_type': 'exact_quantiles', 'max_depth': 4, 'num_trees': 100, 'verbose': False, 'track_budget': False, 'gradient_budgets': 'vector_mechanism', 'epsilon': 1}",False,1,100,1.0,0.8,1.0,0.7445181506946214,1.0,0.8333333333333334,0.8484848484848485,13.527160882949829,4.9504950495049505,0.495049504950495,0,5,500,0.009900990099009901,0.09900990099009897,0,1,1,1567791.6831683167,257728.15704858868,0,1782192,158346960,608.3168316831683,6083.168316831685,0,61440,61440
512,synthetic_100_30_26_2_2_None_1,70,30,"{'dp_method': '', 'split_method': 'hist_based', 'weight_update_method': 'xgboost', 'sketch_type': 'exact_quantiles', 'max_depth': 4, 'num_trees': 100, 'verbose': False, 'track_budget': False, 'gradient_budgets': 'vector_mechanism', 'epsilon': 1}",False,1,100,1.0,0.8,1.0,0.7455204816969523,1.0,0.8333333333333334,0.8484848484848485,23.484228134155273,4.9504950495049505,0.495049504950495,0,5,500,0.009900990099009901,0.09900990099009897,0,1,1,3129779.326732673,514526.2126847042,0,3557776,316107712,1216.6336633663366,12166.33663366337,0,122880,122880
2,synthetic_500_30_26_2_2_None_1,350,30,"{'dp_method': 'gaussian_cdp', 'accounting_method': 'rdp_scaled_improved', 'split_method': 'totally_random', 'weight_update_method': 'xgboost', 'sketch_type': 'adaptive_hessian', 'sketch_rounds': 5, 'max_depth': 4, 'num_trees': 100, 'verbose': False, 'track_budget': False, 'gradient_budgets': 'vector_mechanism', 'epsilon': 1}",False,1,100,0.5805903866248694,0.5595661450924608,0.5773071570910419,0.5203441249449441,0.5628571428571428,0.5333333333333333,0.46153846153846156,0.12728619575500488,1.0396039603960396,0.24049421389091333,0,2,105,0.0594059405940594,0.2750979007811843,0,2,6,279.6039603960396,119.7879379709208,0,976,28240,19.00990099009901,105.09312184156508,0,960,1920
4,synthetic_500_30_26_2_2_None_1,350,30,"{'dp_method': 'gaussian_cdp', 'accounting_method': 'rdp_scaled_improved', 'split_method': 'totally_random', 'weight_update_method': 'xgboost', 'sketch_type': 'adaptive_hessian', 'sketch_rounds': 5, 'max_depth': 4, 'num_trees': 100, 'verbose': False, 'track_budget': False, 'gradient_budgets': 'vector_mechanism', 'epsilon': 1}",False,1,100,0.5864354754440961,0.6242887624466571,0.5636258290040667,0.5963390543721314,0.5542857142857143,0.5933333333333334,0.6390532544378698,0.13109779357910156,1.0396039603960396,0.24049421389091333,0,2,105,0.0594059405940594,0.2750979007811843,0,2,6,315.2475247524753,273.93875899914553,0,1648,31840,59.40594059405941,275.21304720315857,0,1920,6000
8,synthetic_500_30_26_2_2_None_1,350,30,"{'dp_method': 'gaussian_cdp', 'accounting_method': 'rdp_scaled_improved', 'split_method': 'totally_random', 'weight_update_method': 'xgboost', 'sketch_type': 'adaptive_hessian', 'sketch_rounds': 5, 'max_depth': 4, 'num_trees': 100, 'verbose': False, 'track_budget': False, 'gradient_budgets': 'vector_mechanism', 'epsilon': 1}",False,1,100,0.6523968129571578,0.5586770981507824,0.6486192913835568,0.5729983103344151,0.6228571428571429,0.5266666666666666,0.5034965034965034,0.13745498657226562,1.0396039603960396,0.24049421389091333,0,2,105,0.0594059405940594,0.2750979007811843,0,2,6,375.5247524752475,537.3192828882588,0,2880,37928,133.06930693069307,598.906168908741,0,3840,13440
16,synthetic_500_30_26_2_2_None_1,350,30,"{'dp_method': 'gaussian_cdp', 'accounting_method': 'rdp_scaled_improved', 'split_method': 'totally_random', 'weight_update_method': 'xgboost', 'sketch_type': 'adaptive_hessian', 'sketch_rounds': 5, 'max_depth': 4, 'num_trees': 100, 'verbose': False, 'track_budget': False, 'gradient_budgets': 'vector_mechanism', 'epsilon': 1}",False,1,100,0.6689851097178684,0.5536984352773826,0.6526304685694925,0.5790110418276473,0.6171428571428571,0.54,0.5035971223021583,0.15299201011657715,1.0396039603960396,0.24049421389091333,0,2,105,0.0594059405940594,0.2750979007811843,0,2,6,494.33663366336634,1061.4550472680633,0,5552,49928,263.76237623762376,1196.1943379024985,0,7680,26640
32,synthetic_500_30_26_2_2_None_1,350,30,"{'dp_method': 'gaussian_cdp', 'accounting_method': 'rdp_scaled_improved', 'split_method': 'totally_random', 'weight_update_method': 'xgboost', 'sketch_type': 'adaptive_hessian', 'sketch_rounds': 5, 'max_depth': 4, 'num_trees': 100, 'verbose': False, 'track_budget': False, 'gradient_budgets': 'vector_mechanism', 'epsilon': 1}",False,1,100,0.5930316091954023,0.5590327169274538,0.5782483390657012,0.6193438455855145,0.5828571428571429,0.5666666666666667,0.4881889763779527,0.18728375434875488,1.0396039603960396,0.24049421389091333,0,2,105,0.0594059405940594,0.2750979007811843,0,2,6,713.5841584158416,2024.9147605447042,0,10488,72072,565.5445544554456,2518.6325361146464,0,15360,57120
64,synthetic_500_30_26_2_2_None_1,350,30,"{'dp_method': 'gaussian_cdp', 'accounting_method': 'rdp_scaled_improved', 'split_method': 'totally_random', 'weight_update_method': 'xgboost', 'sketch_type': 'adaptive_hessian', 'sketch_rounds': 5, 'max_depth': 4, 'num_trees': 100, 'verbose': False, 'track_budget': False, 'gradient_budgets': 'vector_mechanism', 'epsilon': 1}",False,1,100,0.638453500522466,0.5953058321479375,0.640240860212367,0.5687907252427077,0.6114285714285714,0.5733333333333334,0.5733333333333333,0.24277114868164062,1.0396039603960396,0.24049421389091333,0,2,105,0.0594059405940594,0.2750979007811843,0,2,6,1179.4059405940593,4077.0572725348206,0,20512,119120,1074.0594059405942,4838.17619230202,0,30720,108480
128,synthetic_500_30_26_2_2_None_1,350,30,"{'dp_method': 'gaussian_cdp', 'accounting_method': 'rdp_scaled_improved', 'split_method': 'totally_random', 'weight_update_method': 'xgboost', 'sketch_type': 'adaptive_hessian', 'sketch_rounds': 5, 'max_depth': 4, 'num_trees': 100, 'verbose': False, 'track_budget': False, 'gradient_budgets': 'vector_mechanism', 'epsilon': 1}",False,1,100,0.5952194357366772,0.6386913229018492,0.5729018796761434,0.6154029001592138,0.5514285714285714,0.5533333333333333,0.593939393939394,0.3424551486968994,1.0396039603960396,0.24049421389091333,0,2,105,0.0594059405940594,0.2750979007811843,0,2,6,2142.891089108911,8322.144128115575,0,41216,216432,2233.6633663366338,9957.83066386661,0,61440,225600
256,synthetic_500_30_26_2_2_None_1,350,30,"{'dp_method': 'gaussian_cdp', 'accounting_method': 'rdp_scaled_improved', 'split_method': 'totally_random', 'weight_update_method': 'xgboost', 'sketch_type': 'adaptive_hessian', 'sketch_rounds': 5, 'max_depth': 4, 'num_trees': 100, 'verbose': False, 'track_budget': False, 'gradient_budgets': 'vector_mechanism', 'epsilon': 1}",False,1,100,0.6748628526645767,0.6530938833570412,0.6725339670483046,0.6542484864912785,0.62,0.6333333333333333,0.6099290780141844,0.5754730701446533,1.0396039603960396,0.24049421389091333,0,2,105,0.0594059405940594,0.2750979007811843,0,2,6,4052.19801980198,16736.403402519823,0,83488,409272,3730.6930693069307,17181.087360408583,0,122880,376800
512,synthetic_500_30_26_2_2_None_1,350,30,"{'dp_method': 'gaussian_cdp', 'accounting_method': 'rdp_scaled_improved', 'split_method': 'totally_random', 'weight_update_method': 'xgboost', 'sketch_type': 'adaptive_hessian', 'sketch_rounds': 5, 'max_depth': 4, 'num_trees': 100, 'verbose': False, 'track_budget': False, 'gradient_budgets': 'vector_mechanism', 'epsilon': 1}",False,1,100,0.6483803552769071,0.7160384068278804,0.6798995950547614,0.7324217309034784,0.5942857142857143,0.66,0.6871165644171779,0.8500480651855469,1.0396039603960396,0.24049421389091333,0,2,105,0.0594059405940594,0.2750979007811843,0,2,6,7420.514851485149,31684.650032085254,0,169512,749472,7939.009900990099,36335.17918690448,0,245760,801840
2,synthetic_500_30_26_2_2_None_1,350,30,"{'dp_method': 'gaussian_cdp', 'accounting_method': 'rdp_scaled_improved', 'split_method': 'totally_random', 'weight_update_method': 'xgboost', 'max_depth': 4, 'num_trees': 100, 'verbose': False, 'track_budget': False, 'gradient_budgets': 'vector_mechanism', 'epsilon': 1}",False,1,100,0.7120559038662486,0.5983285917496444,0.7012246519485916,0.5599398213532549,0.6514285714285715,0.5733333333333334,0.5555555555555556,0.13316893577575684,0.9900990099009901,0.09900990099009901,0,1,100,0.009900990099009901,0.09900990099009897,0,1,1,253.46534653465346,25.346534653465348,0,256,25600,4.752475247524752,47.52475247524754,0,480,480
4,synthetic_500_30_26_2_2_None_1,350,30,"{'dp_method': 'gaussian_cdp', 'accounting_method': 'rdp_scaled_improved', 'split_method': 'totally_random', 'weight_update_method': 'xgboost', 'max_depth': 4, 'num_trees': 100, 'verbose': False, 'track_budget': False, 'gradient_budgets': 'vector_mechanism', 'epsilon': 1}",False,1,100,0.6586990595611286,0.6863442389758179,0.6583526620706981,0.683858199236255,0.6171428571428571,0.6266666666666667,0.6266666666666667,0.15958595275878906,0.9900990099009901,0.09900990099009901,0,1,100,0.009900990099009901,0.09900990099009897,0,1,1,253.46534653465346,25.346534653465348,0,256,25600,9.504950495049505,95.04950495049508,0,960,960
8,synthetic_500_30_26_2_2_None_1,350,30,"{'dp_method': 'gaussian_cdp', 'accounting_method': 'rdp_scaled_improved', 'split_method': 'totally_random', 'weight_update_method': 'xgboost', 'max_depth': 4, 'num_trees': 100, 'verbose': False, 'track_budget': False, 'gradient_budgets': 'vector_mechanism', 'epsilon': 1}",False,1,100,0.6530825496342737,0.6378022759601708,0.6398539794390706,0.5986694643876118,0.6171428571428571,0.5933333333333334,0.6432748538011696,0.16228604316711426,0.9900990099009901,0.09900990099009901,0,1,100,0.009900990099009901,0.09900990099009897,0,1,1,253.46534653465346,25.346534653465348,0,256,25600,19.00990099009901,190.09900990099015,0,1920,1920
16,synthetic_500_30_26_2_2_None_1,350,30,"{'dp_method': 'gaussian_cdp', 'accounting_method': 'rdp_scaled_improved', 'split_method': 'totally_random', 'weight_update_method': 'xgboost', 'max_depth': 4, 'num_trees': 100, 'verbose': False, 'track_budget': False, 'gradient_budgets': 'vector_mechanism', 'epsilon': 1}",False,1,100,0.6286246081504703,0.5684566145092461,0.6346138486658317,0.5722560321309297,0.6028571428571429,0.5266666666666666,0.46616541353383456,0.13938498497009277,0.9900990099009901,0.09900990099009901,0,1,100,0.009900990099009901,0.09900990099009897,0,1,1,253.46534653465346,25.346534653465348,0,256,25600,38.01980198019802,380.1980198019803,0,3840,3840
32,synthetic_500_30_26_2_2_None_1,350,30,"{'dp_method': 'gaussian_cdp', 'accounting_method': 'rdp_scaled_improved', 'split_method': 'totally_random', 'weight_update_method': 'xgboost', 'max_depth': 4, 'num_trees': 100, 'verbose': False, 'track_budget': False, 'gradient_budgets': 'vector_mechanism', 'epsilon': 1}",False,1,100,0.6792711598746081,0.6516714082503555,0.6356599372647846,0.6400497412901686,0.6257142857142857,0.6,0.5522388059701493,0.14355134963989258,0.9900990099009901,0.09900990099009901,0,1,100,0.009900990099009901,0.09900990099009897,0,1,1,253.46534653465346,25.346534653465348,0,256,25600,76.03960396039604,760.3960396039606,0,7680,7680
64,synthetic_500_30_26_2_2_None_1,350,30,"{'dp_method': 'gaussian_cdp', 'accounting_method': 'rdp_scaled_improved', 'split_method': 'totally_random', 'weight_update_method': 'xgboost', 'max_depth': 4, 'num_trees': 100, 'verbose': False, 'track_budget': False, 'gradient_budgets': 'vector_mechanism', 'epsilon': 1}",False,1,100,0.706439393939394,0.6166429587482218,0.7013537418374167,0.6196018430515025,0.6228571428571429,0.5666666666666667,0.6285714285714286,0.15191078186035156,0.9900990099009901,0.09900990099009901,0,1,100,0.009900990099009901,0.09900990099009897,0,1,1,253.46534653465346,25.346534653465348,0,256,25600,152.07920792079207,1520.7920792079212,0,15360,15360
128,synthetic_500_30_26_2_2_None_1,350,30,"{'dp_method': 'gaussian_cdp', 'accounting_method': 'rdp_scaled_improved', 'split_method': 'totally_random', 'weight_update_method': 'xgboost', 'max_depth': 4, 'num_trees': 100, 'verbose': False, 'track_budget': False, 'gradient_budgets': 'vector_mechanism', 'epsilon': 1}",False,1,100,0.6126240856844306,0.5734352773826458,0.6124254546692646,0.5602644694904568,0.5771428571428572,0.54,0.5306122448979591,0.17742586135864258,0.9900990099009901,0.09900990099009901,0,1,100,0.009900990099009901,0.09900990099009897,0,1,1,253.46534653465346,25.346534653465348,0,256,25600,304.15841584158414,3041.5841584158425,0,30720,30720
256,synthetic_500_30_26_2_2_None_1,350,30,"{'dp_method': 'gaussian_cdp', 'accounting_method': 'rdp_scaled_improved', 'split_method': 'totally_random', 'weight_update_method': 'xgboost', 'max_depth': 4, 'num_trees': 100, 'verbose': False, 'track_budget': False, 'gradient_budgets': 'vector_mechanism', 'epsilon': 1}",False,1,100,0.6967411180773249,0.6623399715504978,0.7052342109234491,0.6193763703047576,0.6342857142857142,0.6,0.6202531645569621,0.22173690795898438,0.9900990099009901,0.09900990099009901,0,1,100,0.009900990099009901,0.09900990099009897,0,1,1,253.46534653465346,25.346534653465348,0,256,25600,608.3168316831683,6083.168316831685,0,61440,61440
512,synthetic_500_30_26_2_2_None_1,350,30,"{'dp_method': 'gaussian_cdp', 'accounting_method': 'rdp_scaled_improved', 'split_method': 'totally_random', 'weight_update_method': 'xgboost', 'max_depth': 4, 'num_trees': 100, 'verbose': False, 'track_budget': False, 'gradient_budgets': 'vector_mechanism', 'epsilon': 1}",False,1,100,0.7333137408568442,0.6735419630156473,0.706930104142742,0.6651480195588102,0.6914285714285714,0.62,0.6174496644295302,0.31203484535217285,0.9900990099009901,0.09900990099009901,0,1,100,0.009900990099009901,0.09900990099009897,0,1,1,253.46534653465346,25.346534653465348,0,256,25600,1216.6336633663366,12166.33663366337,0,122880,122880
2,synthetic_500_30_26_2_2_None_1,350,30,"{'dp_method': '', 'split_method': 'hist_based', 'weight_update_method': 'xgboost', 'sketch_type': 'exact_quantiles', 'max_depth': 4, 'num_trees': 100, 'verbose': False, 'track_budget': False, 'gradient_budgets': 'vector_mechanism', 'epsilon': 1}",False,1,100,1.0,0.8762446657183499,1.0000000000000004,0.8741526792736899,1.0,0.7733333333333333,0.7536231884057971,0.697361946105957,4.9504950495049505,0.495049504950495,0,5,500,0.009900990099009901,0.09900990099009897,0,1,1,20023.445544554455,2002.3584533613046,0,20240,2022368,4.752475247524752,47.52475247524754,0,480,480
4,synthetic_500_30_26_2_2_None_1,350,30,"{'dp_method': '', 'split_method': 'hist_based', 'weight_update_method': 'xgboost', 'sketch_type': 'exact_quantiles', 'max_depth': 4, 'num_trees': 100, 'verbose': False, 'track_budget': False, 'gradient_budgets': 'vector_mechanism', 'epsilon': 1}",False,1,100,1.0,0.9281650071123755,1.0000000000000004,0.9319122827041102,1.0,0.8866666666666667,0.8874172185430463,0.8178062438964844,4.9504950495049505,0.495049504950495,0,5,500,0.009900990099009901,0.09900990099009897,0,1,1,33783.92079207921,3461.215444054552,0,34368,3412176,9.504950495049505,95.04950495049508,0,960,960
8,synthetic_500_30_26_2_2_None_1,350,30,"{'dp_method': '', 'split_method': 'hist_based', 'weight_update_method': 'xgboost', 'sketch_type': 'exact_quantiles', 'max_depth': 4, 'num_trees': 100, 'verbose': False, 'track_budget': False, 'gradient_budgets': 'vector_mechanism', 'epsilon': 1}",False,1,100,1.0,0.9372332859174963,1.0000000000000004,0.9503711125189942,1.0,0.8866666666666667,0.8874172185430463,1.0462069511413574,4.9504950495049505,0.495049504950495,0,5,500,0.009900990099009901,0.09900990099009897,0,1,1,60998.17821782178,6346.018669869906,0,62160,6160816,19.00990099009901,190.09900990099015,0,1920,1920
16,synthetic_500_30_26_2_2_None_1,350,30,"{'dp_method': '', 'split_method': 'hist_based', 'weight_update_method': 'xgboost', 'sketch_type': 'exact_quantiles', 'max_depth': 4, 'num_trees': 100, 'verbose': False, 'track_budget': False, 'gradient_budgets': 'vector_mechanism', 'epsilon': 1}",False,1,100,1.0,0.9096728307254623,1.0000000000000004,0.9220522181838335,1.0,0.8533333333333334,0.8513513513513514,1.5033841133117676,4.9504950495049505,0.495049504950495,0,5,500,0.009900990099009901,0.09900990099009897,0,1,1,115408.0,12100.547523820467,0,117824,11656208,38.01980198019802,380.1980198019803,0,3840,3840
32,synthetic_500_30_26_2_2_None_1,350,30,"{'dp_method': '', 'split_method': 'hist_based', 'weight_update_method': 'xgboost', 'sketch_type': 'exact_quantiles', 'max_depth': 4, 'num_trees': 100, 'verbose': False, 'track_budget': False, 'gradient_budgets': 'vector_mechanism', 'epsilon': 1}",False,1,100,1.0,0.9011379800853485,1.0000000000000004,0.9015069662564992,1.0,0.84,0.8378378378378378,2.442697048187256,4.9504950495049505,0.495049504950495,0,5,500,0.009900990099009901,0.09900990099009897,0,1,1,224613.0693069307,23352.33260096489,0,228640,22685920,76.03960396039604,760.3960396039606,0,7680,7680
64,synthetic_500_30_26_2_2_None_1,350,30,"{'dp_method': '', 'split_method': 'hist_based', 'weight_update_method': 'xgboost', 'sketch_type': 'exact_quantiles', 'max_depth': 4, 'num_trees': 100, 'verbose': False, 'track_budget': False, 'gradient_budgets': 'vector_mechanism', 'epsilon': 1}",False,1,100,1.0,0.8886913229018492,1.0000000000000004,0.9016205638861631,1.0,0.84,0.8378378378378378,4.330559968948364,4.9504950495049505,0.495049504950495,0,5,500,0.009900990099009901,0.09900990099009897,0,1,1,444414.57425742573,45189.7318384456,0,450384,44885872,152.07920792079207,1520.7920792079212,0,15360,15360
128,synthetic_500_30_26_2_2_None_1,350,30,"{'dp_method': '', 'split_method': 'hist_based', 'weight_update_method': 'xgboost', 'sketch_type': 'exact_quantiles', 'max_depth': 4, 'num_trees': 100, 'verbose': False, 'track_budget': False, 'gradient_budgets': 'vector_mechanism', 'epsilon': 1}",False,1,100,1.0,0.8956258890469417,1.0000000000000004,0.901125882901454,1.0,0.8466666666666667,0.8456375838926175,8.205421209335327,4.9504950495049505,0.495049504950495,0,5,500,0.009900990099009901,0.09900990099009897,0,1,1,881136.0,90318.11848008227,0,894416,88994736,304.15841584158414,3041.5841584158425,0,30720,30720
256,synthetic_500_30_26_2_2_None_1,350,30,"{'dp_method': '', 'split_method': 'hist_based', 'weight_update_method': 'xgboost', 'sketch_type': 'exact_quantiles', 'max_depth': 4, 'num_trees': 100, 'verbose': False, 'track_budget': False, 'gradient_budgets': 'vector_mechanism', 'epsilon': 1}",False,1,100,1.0,0.8927809388335703,1.0000000000000004,0.9029515635798755,1.0,0.8466666666666667,0.8456375838926175,15.827984094619751,4.9504950495049505,0.495049504950495,0,5,500,0.009900990099009901,0.09900990099009897,0,1,1,1741988.1188118812,186285.86668919437,0,1782224,175940800,608.3168316831683,6083.168316831685,0,61440,61440
512,synthetic_500_30_26_2_2_None_1,350,30,"{'dp_method': '', 'split_method': 'hist_based', 'weight_update_method': 'xgboost', 'sketch_type': 'exact_quantiles', 'max_depth': 4, 'num_trees': 100, 'verbose': False, 'track_budget': False, 'gradient_budgets': 'vector_mechanism', 'epsilon': 1}",False,1,100,1.0,0.8883357041251778,1.0000000000000004,0.8924217246433525,1.0,0.8466666666666667,0.8456375838926175,31.587103843688965,4.9504950495049505,0.495049504950495,0,5,500,0.009900990099009901,0.09900990099009897,0,1,1,3454623.3663366335,380803.1553903434,0,3562832,348916960,1216.6336633663366,12166.33663366337,0,122880,122880
2,synthetic_500_30_26_2_2_None_1,350,30,"{'dp_method': 'gaussian_cdp', 'accounting_method': 'rdp_scaled_improved', 'split_method': 'totally_random', 'weight_update_method': 'xgboost', 'sketch_type': 'adaptive_hessian', 'sketch_rounds': 5, 'max_depth': 4, 'num_trees': 100, 'verbose': False, 'track_budget': False, 'gradient_budgets': 'vector_mechanism', 'epsilon': 1}",False,1,100,0.6338819226750261,0.5857041251778093,0.6319686498709947,0.549011522816067,0.6057142857142858,0.5733333333333334,0.5789473684210528,0.15158891677856445,1.0396039603960396,0.24049421389091333,0,2,105,0.0594059405940594,0.2750979007811843,0,2,6,279.6039603960396,119.7879379709208,0,976,28240,19.00990099009901,105.09312184156508,0,960,1920
4,synthetic_500_30_26_2_2_None_1,350,30,"{'dp_method': 'gaussian_cdp', 'accounting_method': 'rdp_scaled_improved', 'split_method': 'totally_random', 'weight_update_method': 'xgboost', 'sketch_type': 'adaptive_hessian', 'sketch_rounds': 5, 'max_depth': 4, 'num_trees': 100, 'verbose': False, 'track_budget': False, 'gradient_budgets': 'vector_mechanism', 'epsilon': 1}",False,1,100,0.6662748171368862,0.5764580369843527,0.6680705400013487,0.5733120071819011,0.6228571428571429,0.5466666666666666,0.5696202531645569,0.15805912017822266,1.0396039603960396,0.24049421389091333,0,2,105,0.0594059405940594,0.2750979007811843,0,2,6,313.18811881188117,264.6661529778688,0,1608,31632,57.02970297029703,268.37813044268677,0,1920,5760
8,synthetic_500_30_26_2_2_None_1,350,30,"{'dp_method': 'gaussian_cdp', 'accounting_method': 'rdp_scaled_improved', 'split_method': 'totally_random', 'weight_update_method': 'xgboost', 'sketch_type': 'adaptive_hessian', 'sketch_rounds': 5, 'max_depth': 4, 'num_trees': 100, 'verbose': False, 'track_budget': False, 'gradient_budgets': 'vector_mechanism', 'epsilon': 1}",False,1,100,0.5650796760710554,0.5081792318634424,0.5426991597848048,0.5440005753879031,0.5628571428571428,0.5266666666666666,0.5477707006369427,0.1663670539855957,1.0396039603960396,0.24049421389091333,0,2,105,0.0594059405940594,0.2750979007811843,0,2,6,373.94059405940595,530.5007128854063,0,2960,37768,130.69306930693068,598.9533072029832,0,3840,13200
16,synthetic_500_30_26_2_2_None_1,350,30,"{'dp_method': 'gaussian_cdp', 'accounting_method': 'rdp_scaled_improved', 'split_method': 'totally_random', 'weight_update_method': 'xgboost', 'sketch_type': 'adaptive_hessian', 'sketch_rounds': 5, 'max_depth': 4, 'num_trees': 100, 'verbose': False, 'track_budget': False, 'gradient_budgets': 'vector_mechanism', 'epsilon': 1}",False,1,100,0.6534743991640544,0.6726529160739688,0.6524513850759803,0.6671140380995929,0.5857142857142857,0.6466666666666666,0.6535947712418301,0.18331384658813477,1.0396039603960396,0.24049421389091333,0,2,105,0.0594059405940594,0.2750979007811843,0,2,6,491.48514851485146,1048.6183140644237,0,5528,49640,242.37623762376236,1107.051340420325,0,7680,24480
32,synthetic_500_30_26_2_2_None_1,350,30,"{'dp_method': 'gaussian_cdp', 'accounting_method': 'rdp_scaled_improved', 'split_method': 'totally_random', 'weight_update_method': 'xgboost', 'sketch_type': 'adaptive_hessian', 'sketch_rounds': 5, 'max_depth': 4, 'num_trees': 100, 'verbose': False, 'track_budget': False, 'gradient_budgets': 'vector_mechanism', 'epsilon': 1}",False,1,100,0.6250326541274817,0.5384068278805122,0.6454848973513623,0.5141139569929455,0.5771428571428572,0.5266666666666666,0.4964539007092198,0.2069559097290039,1.0396039603960396,0.24049421389091333,0,2,105,0.0594059405940594,0.2750979007811843,0,2,6,717.7821782178218,2046.7933075039064,0,10808,72496,541.7821782178218,2434.5989549339643,0,15360,54720
