hist_bin,dataset,n,m,args,remove_categorical,epsilon,final_trees,train_auc,test_auc,train_pr,test_pr,train_acc,test_acc,f1_score,training_time,avg_client_rounds_sent,std_client_rounds_sent,min_client_rounds_sent,max_client_rounds_set,total_client_rounds_sent,avg_client_rounds_received,std_client_rounds_received,min_client_rounds_received,max_client_rounds_received,total_client_rounds_received,avg_client_rounds_sent_payload,std_client_rounds_sent_payload,min_client_rounds_sent_payload,max_client_rounds_sent_payload,total_client_rounds_sent_payload,avg_client_rounds_received_payload,std_client_rounds_received_payload,min_client_rounds_received_payload,max_client_rounds_received_payload,total_client_rounds_received_payload
4,synthetic_100_30_26_2_2_None_1,233,30,"{'dp_method': 'gaussian_cdp', 'accounting_method': 'rdp_scaled_improved', 'split_method': 'totally_random', 'weight_update_method': 'xgboost', 'max_depth': 4, 'num_trees': 100, 'verbose': False, 'track_budget': False, 'gradient_budgets': 'vector_mechanism', 'epsilon': 1}",False,1,100,0.6593722369584438,0.5912,0.631965674901165,0.6107164087196446,0.6266094420600858,0.54,0.5490196078431373,0.11983680725097656,0.9900990099009901,0.09900990099009901,0,1,100,0.009900990099009901,0.09900990099009897,0,1,1,253.46534653465346,25.346534653465348,0,256,25600,9.504950495049505,95.04950495049508,0,960,960
8,synthetic_100_30_26_2_2_None_1,233,30,"{'dp_method': 'gaussian_cdp', 'accounting_method': 'rdp_scaled_improved', 'split_method': 'totally_random', 'weight_update_method': 'xgboost', 'max_depth': 4, 'num_trees': 100, 'verbose': False, 'track_budget': False, 'gradient_budgets': 'vector_mechanism', 'epsilon': 1}",False,1,100,0.6649720011788977,0.5504,0.6535162473395846,0.562733056053591,0.6266094420600858,0.53,0.5436893203883495,0.1168057918548584,0.9900990099009901,0.09900990099009901,0,1,100,0.009900990099009901,0.09900990099009897,0,1,1,253.46534653465346,25.346534653465348,0,256,25600,19.00990099009901,190.09900990099015,0,1920,1920
16,synthetic_100_30_26_2_2_None_1,233,30,"{'dp_method': 'gaussian_cdp', 'accounting_method': 'rdp_scaled_improved', 'split_method': 'totally_random', 'weight_update_method': 'xgboost', 'max_depth': 4, 'num_trees': 100, 'verbose': False, 'track_budget': False, 'gradient_budgets': 'vector_mechanism', 'epsilon': 1}",False,1,100,0.6347627468317123,0.5880000000000001,0.6657760390554726,0.5450641469877452,0.5622317596566524,0.6,0.5652173913043478,0.11640191078186035,0.9900990099009901,0.09900990099009901,0,1,100,0.009900990099009901,0.09900990099009897,0,1,1,253.46534653465346,25.346534653465348,0,256,25600,38.01980198019802,380.1980198019803,0,3840,3840
32,synthetic_100_30_26_2_2_None_1,233,30,"{'dp_method': 'gaussian_cdp', 'accounting_method': 'rdp_scaled_improved', 'split_method': 'totally_random', 'weight_update_method': 'xgboost', 'max_depth': 4, 'num_trees': 100, 'verbose': False, 'track_budget': False, 'gradient_budgets': 'vector_mechanism', 'epsilon': 1}",False,1,100,0.6097111700559976,0.6120000000000001,0.5802367551734144,0.634965270021359,0.575107296137339,0.6,0.5652173913043478,0.12763381004333496,0.9900990099009901,0.09900990099009901,0,1,100,0.009900990099009901,0.09900990099009897,0,1,1,253.46534653465346,25.346534653465348,0,256,25600,76.03960396039604,760.3960396039606,0,7680,7680
64,synthetic_100_30_26_2_2_None_1,233,30,"{'dp_method': 'gaussian_cdp', 'accounting_method': 'rdp_scaled_improved', 'split_method': 'totally_random', 'weight_update_method': 'xgboost', 'max_depth': 4, 'num_trees': 100, 'verbose': False, 'track_budget': False, 'gradient_budgets': 'vector_mechanism', 'epsilon': 1}",False,1,100,0.6259946949602122,0.5768,0.5958866337627069,0.5431801969507755,0.5579399141630901,0.56,0.4761904761904762,0.13758111000061035,0.9900990099009901,0.09900990099009901,0,1,100,0.009900990099009901,0.09900990099009897,0,1,1,253.46534653465346,25.346534653465348,0,256,25600,152.07920792079207,1520.7920792079212,0,15360,15360
128,synthetic_100_30_26_2_2_None_1,233,30,"{'dp_method': 'gaussian_cdp', 'accounting_method': 'rdp_scaled_improved', 'split_method': 'totally_random', 'weight_update_method': 'xgboost', 'max_depth': 4, 'num_trees': 100, 'verbose': False, 'track_budget': False, 'gradient_budgets': 'vector_mechanism', 'epsilon': 1}",False,1,100,0.6584143825523135,0.5376,0.6255425313355757,0.533372349959262,0.6609442060085837,0.54,0.5208333333333334,0.15233683586120605,0.9900990099009901,0.09900990099009901,0,1,100,0.009900990099009901,0.09900990099009897,0,1,1,253.46534653465346,25.346534653465348,0,256,25600,304.15841584158414,3041.5841584158425,0,30720,30720
256,synthetic_100_30_26_2_2_None_1,233,30,"{'dp_method': 'gaussian_cdp', 'accounting_method': 'rdp_scaled_improved', 'split_method': 'totally_random', 'weight_update_method': 'xgboost', 'max_depth': 4, 'num_trees': 100, 'verbose': False, 'track_budget': False, 'gradient_budgets': 'vector_mechanism', 'epsilon': 1}",False,1,100,0.6323312702623047,0.506,0.6606923872329504,0.5322570775794674,0.5879828326180258,0.5,0.5192307692307693,0.18647193908691406,0.9900990099009901,0.09900990099009901,0,1,100,0.009900990099009901,0.09900990099009897,0,1,1,253.46534653465346,25.346534653465348,0,256,25600,608.3168316831683,6083.168316831685,0,61440,61440
512,synthetic_100_30_26_2_2_None_1,233,30,"{'dp_method': 'gaussian_cdp', 'accounting_method': 'rdp_scaled_improved', 'split_method': 'totally_random', 'weight_update_method': 'xgboost', 'max_depth': 4, 'num_trees': 100, 'verbose': False, 'track_budget': False, 'gradient_budgets': 'vector_mechanism', 'epsilon': 1}",False,1,100,0.6033745947539052,0.6616,0.6197111246276592,0.709964050102034,0.5665236051502146,0.56,0.5849056603773586,0.25992894172668457,0.9900990099009901,0.09900990099009901,0,1,100,0.009900990099009901,0.09900990099009897,0,1,1,253.46534653465346,25.346534653465348,0,256,25600,1216.6336633663366,12166.33663366337,0,122880,122880
2,synthetic_100_30_26_2_2_None_1,233,30,"{'dp_method': '', 'split_method': 'hist_based', 'weight_update_method': 'xgboost', 'sketch_type': 'exact_quantiles', 'max_depth': 4, 'num_trees': 100, 'verbose': False, 'track_budget': False, 'gradient_budgets': 'vector_mechanism', 'epsilon': 1}",False,1,100,1.0,0.8347999999999999,0.9999999999999998,0.82770366114231,1.0,0.78,0.7708333333333333,0.5628130435943604,4.9504950495049505,0.495049504950495,0,5,500,0.009900990099009901,0.09900990099009897,0,1,1,20017.10891089109,2001.7339112641207,0,20240,2021728,4.752475247524752,47.52475247524754,0,480,480
4,synthetic_100_30_26_2_2_None_1,233,30,"{'dp_method': '', 'split_method': 'hist_based', 'weight_update_method': 'xgboost', 'sketch_type': 'exact_quantiles', 'max_depth': 4, 'num_trees': 100, 'verbose': False, 'track_budget': False, 'gradient_budgets': 'vector_mechanism', 'epsilon': 1}",False,1,100,1.0,0.898,0.9999999999999998,0.8962888701046674,1.0,0.85,0.8543689320388349,0.659121036529541,4.9504950495049505,0.495049504950495,0,5,500,0.009900990099009901,0.09900990099009897,0,1,1,33886.41584158416,3418.6085098922135,0,34400,3422528,9.504950495049505,95.04950495049508,0,960,960
8,synthetic_100_30_26_2_2_None_1,233,30,"{'dp_method': '', 'split_method': 'hist_based', 'weight_update_method': 'xgboost', 'sketch_type': 'exact_quantiles', 'max_depth': 4, 'num_trees': 100, 'verbose': False, 'track_budget': False, 'gradient_budgets': 'vector_mechanism', 'epsilon': 1}",False,1,100,1.0,0.9236,0.9999999999999998,0.9068920905889715,1.0,0.87,0.8712871287128714,0.868535041809082,4.9504950495049505,0.495049504950495,0,5,500,0.009900990099009901,0.09900990099009897,0,1,1,60943.0495049505,6382.289881089869,0,62208,6155248,19.00990099009901,190.09900990099015,0,1920,1920
16,synthetic_100_30_26_2_2_None_1,233,30,"{'dp_method': '', 'split_method': 'hist_based', 'weight_update_method': 'xgboost', 'sketch_type': 'exact_quantiles', 'max_depth': 4, 'num_trees': 100, 'verbose': False, 'track_budget': False, 'gradient_budgets': 'vector_mechanism', 'epsilon': 1}",False,1,100,1.0,0.95,0.9999999999999998,0.939815887616664,1.0,0.89,0.8910891089108911,1.2246432304382324,4.9504950495049505,0.495049504950495,0,5,500,0.009900990099009901,0.09900990099009897,0,1,1,114811.24752475247,12887.807445050988,0,117696,11595936,38.01980198019802,380.1980198019803,0,3840,3840
32,synthetic_100_30_26_2_2_None_1,233,30,"{'dp_method': '', 'split_method': 'hist_based', 'weight_update_method': 'xgboost', 'sketch_type': 'exact_quantiles', 'max_depth': 4, 'num_trees': 100, 'verbose': False, 'track_budget': False, 'gradient_budgets': 'vector_mechanism', 'epsilon': 1}",False,1,100,1.0,0.9272,0.9999999999999998,0.900869293300933,1.0,0.86,0.8599999999999999,1.9741148948669434,4.9504950495049505,0.495049504950495,0,5,500,0.009900990099009901,0.09900990099009897,0,1,1,223729.900990099,24113.43955306472,0,228736,22596720,76.03960396039604,760.3960396039606,0,7680,7680
64,synthetic_100_30_26_2_2_None_1,233,30,"{'dp_method': '', 'split_method': 'hist_based', 'weight_update_method': 'xgboost', 'sketch_type': 'exact_quantiles', 'max_depth': 4, 'num_trees': 100, 'verbose': False, 'track_budget': False, 'gradient_budgets': 'vector_mechanism', 'epsilon': 1}",False,1,100,1.0,0.9268,0.9999999999999998,0.9181746833398583,1.0,0.87,0.8761904761904761,3.4632890224456787,4.9504950495049505,0.495049504950495,0,5,500,0.009900990099009901,0.09900990099009897,0,1,1,441555.3267326733,46578.4773824723,0,450912,44597088,152.07920792079207,1520.7920792079212,0,15360,15360
128,synthetic_100_30_26_2_2_None_1,233,30,"{'dp_method': '', 'split_method': 'hist_based', 'weight_update_method': 'xgboost', 'sketch_type': 'exact_quantiles', 'max_depth': 4, 'num_trees': 100, 'verbose': False, 'track_budget': False, 'gradient_budgets': 'vector_mechanism', 'epsilon': 1}",False,1,100,1.0,0.9088,0.9999999999999998,0.8988875876446012,1.0,0.84,0.8461538461538461,6.434251070022583,4.9504950495049505,0.495049504950495,0,5,500,0.009900990099009901,0.09900990099009897,0,1,1,873160.7128712871,93872.95972521066,0,894928,88189232,304.15841584158414,3041.5841584158425,0,30720,30720
256,synthetic_100_30_26_2_2_None_1,233,30,"{'dp_method': '', 'split_method': 'hist_based', 'weight_update_method': 'xgboost', 'sketch_type': 'exact_quantiles', 'max_depth': 4, 'num_trees': 100, 'verbose': False, 'track_budget': False, 'gradient_budgets': 'vector_mechanism', 'epsilon': 1}",False,1,100,1.0,0.9248000000000001,0.9999999999999998,0.9053085706225248,1.0,0.86,0.8679245283018867,12.378243923187256,4.9504950495049505,0.495049504950495,0,5,500,0.009900990099009901,0.09900990099009897,0,1,1,1730964.7524752475,198587.9369283381,0,1786256,174827440,608.3168316831683,6083.168316831685,0,61440,61440
512,synthetic_100_30_26_2_2_None_1,233,30,"{'dp_method': '', 'split_method': 'hist_based', 'weight_update_method': 'xgboost', 'sketch_type': 'exact_quantiles', 'max_depth': 4, 'num_trees': 100, 'verbose': False, 'track_budget': False, 'gradient_budgets': 'vector_mechanism', 'epsilon': 1}",False,1,100,1.0,0.9244,0.9999999999999998,0.9059300080246164,1.0,0.85,0.8571428571428572,25.429325819015503,4.9504950495049505,0.495049504950495,0,5,500,0.009900990099009901,0.09900990099009897,0,1,1,3455490.217821782,396439.73337286036,0,3565824,349004512,1216.6336633663366,12166.33663366337,0,122880,122880
2,synthetic_100_30_26_2_2_None_1,233,30,"{'dp_method': 'gaussian_cdp', 'accounting_method': 'rdp_scaled_improved', 'split_method': 'totally_random', 'weight_update_method': 'xgboost', 'sketch_type': 'adaptive_hessian', 'sketch_rounds': 5, 'max_depth': 4, 'num_trees': 100, 'verbose': False, 'track_budget': False, 'gradient_budgets': 'vector_mechanism', 'epsilon': 1}",False,1,100,0.551945181255526,0.5724,0.5282111229081976,0.5631218224278789,0.5493562231759657,0.56,0.5217391304347826,0.11848306655883789,1.0396039603960396,0.24049421389091333,0,2,105,0.0594059405940594,0.2750979007811843,0,2,6,279.6039603960396,119.7879379709208,0,976,28240,19.00990099009901,105.09312184156508,0,960,1920
4,synthetic_100_30_26_2_2_None_1,233,30,"{'dp_method': 'gaussian_cdp', 'accounting_method': 'rdp_scaled_improved', 'split_method': 'totally_random', 'weight_update_method': 'xgboost', 'sketch_type': 'adaptive_hessian', 'sketch_rounds': 5, 'max_depth': 4, 'num_trees': 100, 'verbose': False, 'track_budget': False, 'gradient_budgets': 'vector_mechanism', 'epsilon': 1}",False,1,100,0.4792219274977896,0.424,0.48906616016406235,0.4598068574400191,0.4592274678111588,0.41,0.4040404040404041,0.12574386596679688,1.0396039603960396,0.24049421389091333,0,2,105,0.0594059405940594,0.2750979007811843,0,2,6,308.43564356435644,243.39376139492975,0,1456,31152,54.65346534653465,259.1515644928282,0,1920,5520
8,synthetic_100_30_26_2_2_None_1,233,30,"{'dp_method': 'gaussian_cdp', 'accounting_method': 'rdp_scaled_improved', 'split_method': 'totally_random', 'weight_update_method': 'xgboost', 'sketch_type': 'adaptive_hessian', 'sketch_rounds': 5, 'max_depth': 4, 'num_trees': 100, 'verbose': False, 'track_budget': False, 'gradient_budgets': 'vector_mechanism', 'epsilon': 1}",False,1,100,0.5082522841143531,0.5024,0.49884538573471787,0.5062032702049957,0.5236051502145923,0.46,0.4255319148936171,0.12924695014953613,1.0396039603960396,0.24049421389091333,0,2,105,0.0594059405940594,0.2750979007811843,0,2,6,377.5049504950495,547.0754219504158,0,3064,38128,118.81188118811882,546.2659692546921,0,3840,12000
16,synthetic_100_30_26_2_2_None_1,233,30,"{'dp_method': 'gaussian_cdp', 'accounting_method': 'rdp_scaled_improved', 'split_method': 'totally_random', 'weight_update_method': 'xgboost', 'sketch_type': 'adaptive_hessian', 'sketch_rounds': 5, 'max_depth': 4, 'num_trees': 100, 'verbose': False, 'track_budget': False, 'gradient_budgets': 'vector_mechanism', 'epsilon': 1}",False,1,100,0.6079428234600649,0.5712,0.5934374311681267,0.6352034503234572,0.5965665236051502,0.54,0.54,0.14811062812805176,1.0396039603960396,0.24049421389091333,0,2,105,0.0594059405940594,0.2750979007811843,0,2,6,493.54455445544556,1057.2190638675595,0,5496,49848,251.88118811881188,1145.4747062748354,0,7680,25440
32,synthetic_100_30_26_2_2_None_1,233,30,"{'dp_method': 'gaussian_cdp', 'accounting_method': 'rdp_scaled_improved', 'split_method': 'totally_random', 'weight_update_method': 'xgboost', 'sketch_type': 'adaptive_hessian', 'sketch_rounds': 5, 'max_depth': 4, 'num_trees': 100, 'verbose': False, 'track_budget': False, 'gradient_budgets': 'vector_mechanism', 'epsilon': 1}",False,1,100,0.5481874447391688,0.5144,0.534057155769967,0.5240416749827455,0.5064377682403434,0.5,0.4791666666666667,0.16592168807983398,1.0396039603960396,0.24049421389091333,0,2,105,0.0594059405940594,0.2750979007811843,0,2,6,719.4455445544554,2053.4066187884246,0,10736,72664,541.7821782178218,2449.5448742914527,0,15360,54720
64,synthetic_100_30_26_2_2_None_1,233,30,"{'dp_method': 'gaussian_cdp', 'accounting_method': 'rdp_scaled_improved', 'split_method': 'totally_random', 'weight_update_method': 'xgboost', 'sketch_type': 'adaptive_hessian', 'sketch_rounds': 5, 'max_depth': 4, 'num_trees': 100, 'verbose': False, 'track_budget': False, 'gradient_budgets': 'vector_mechanism', 'epsilon': 1}",False,1,100,0.5688181550250516,0.6192,0.5852525733892254,0.5354282684587776,0.5665236051502146,0.6,0.6,0.20253419876098633,1.0396039603960396,0.24049421389091333,0,2,105,0.0594059405940594,0.2750979007811843,0,2,6,1183.2079207920792,4091.3352932168023,0,20256,119504,1245.148514851485,5498.905492150843,0,30720,125760
128,synthetic_100_30_26_2_2_None_1,233,30,"{'dp_method': 'gaussian_cdp', 'accounting_method': 'rdp_scaled_improved', 'split_method': 'totally_random', 'weight_update_method': 'xgboost', 'sketch_type': 'adaptive_hessian', 'sketch_rounds': 5, 'max_depth': 4, 'num_trees': 100, 'verbose': False, 'track_budget': False, 'gradient_budgets': 'vector_mechanism', 'epsilon': 1}",False,1,100,0.6931181844974948,0.6604000000000001,0.6973125502539359,0.6990415428114721,0.6266094420600858,0.6,0.6610169491525424,0.2999691963195801,1.0396039603960396,0.24049421389091333,0,2,105,0.0594059405940594,0.2750979007811843,0,2,6,2114.29702970297,8195.356392910735,0,42256,213544,2069.70297029703,9342.640504426015,0,61440,209040
256,synthetic_100_30_26_2_2_None_1,233,30,"{'dp_method': 'gaussian_cdp', 'accounting_method': 'rdp_scaled_improved', 'split_method': 'totally_random', 'weight_update_method': 'xgboost', 'sketch_type': 'adaptive_hessian', 'sketch_rounds': 5, 'max_depth': 4, 'num_trees': 100, 'verbose': False, 'track_budget': False, 'gradient_budgets': 'vector_mechanism', 'epsilon': 1}",False,1,100,0.6007220748600061,0.5496,0.608030288916525,0.5461060930481957,0.5579399141630901,0.52,0.5294117647058824,0.48003506660461426,1.0396039603960396,0.24049421389091333,0,2,105,0.0594059405940594,0.2750979007811843,0,2,6,4047.207920792079,16715.05239242526,0,83112,408768,4343.762376237623,19542.203066594364,0,122880,438720
512,synthetic_100_30_26_2_2_None_1,233,30,"{'dp_method': 'gaussian_cdp', 'accounting_method': 'rdp_scaled_improved', 'split_method': 'totally_random', 'weight_update_method': 'xgboost', 'sketch_type': 'adaptive_hessian', 'sketch_rounds': 5, 'max_depth': 4, 'num_trees': 100, 'verbose': False, 'track_budget': False, 'gradient_budgets': 'vector_mechanism', 'epsilon': 1}",False,1,100,0.5782493368700266,0.6292,0.5711666550633865,0.6070314437874551,0.5364806866952789,0.61,0.6486486486486487,0.8345479965209961,1.0396039603960396,0.24049421389091333,0,2,105,0.0594059405940594,0.2750979007811843,0,2,6,7819.089108910891,33332.82175128519,0,165016,789728,9485.940594059406,42004.943560505155,0,245760,958080
2,synthetic_100_30_26_2_2_None_1,233,30,"{'dp_method': 'gaussian_cdp', 'accounting_method': 'rdp_scaled_improved', 'split_method': 'totally_random', 'weight_update_method': 'xgboost', 'max_depth': 4, 'num_trees': 100, 'verbose': False, 'track_budget': False, 'gradient_budgets': 'vector_mechanism', 'epsilon': 1}",False,1,100,0.6506041850869437,0.5912,0.6512968375935821,0.5552052011015536,0.6094420600858369,0.6,0.6,0.12650394439697266,0.9900990099009901,0.09900990099009901,0,1,100,0.009900990099009901,0.09900990099009897,0,1,1,253.46534653465346,25.346534653465348,0,256,25600,4.752475247524752,47.52475247524754,0,480,480
4,synthetic_100_30_26_2_2_None_1,233,30,"{'dp_method': 'gaussian_cdp', 'accounting_method': 'rdp_scaled_improved', 'split_method': 'totally_random', 'weight_update_method': 'xgboost', 'max_depth': 4, 'num_trees': 100, 'verbose': False, 'track_budget': False, 'gradient_budgets': 'vector_mechanism', 'epsilon': 1}",False,1,100,0.650383141762452,0.5184,0.663819273081259,0.5422294314740221,0.5879828326180258,0.56,0.5925925925925927,0.12731194496154785,0.9900990099009901,0.09900990099009901,0,1,100,0.009900990099009901,0.09900990099009897,0,1,1,253.46534653465346,25.346534653465348,0,256,25600,9.504950495049505,95.04950495049508,0,960,960
8,synthetic_100_30_26_2_2_None_1,233,30,"{'dp_method': 'gaussian_cdp', 'accounting_method': 'rdp_scaled_improved', 'split_method': 'totally_random', 'weight_update_method': 'xgboost', 'max_depth': 4, 'num_trees': 100, 'verbose': False, 'track_budget': False, 'gradient_budgets': 'vector_mechanism', 'epsilon': 1}",False,1,100,0.5993958149130564,0.7088,0.5832361559463707,0.7271779753516341,0.5236051502145923,0.67,0.6857142857142857,0.12325620651245117,0.9900990099009901,0.09900990099009901,0,1,100,0.009900990099009901,0.09900990099009897,0,1,1,253.46534653465346,25.346534653465348,0,256,25600,19.00990099009901,190.09900990099015,0,1920,1920
